-23 0.16982436524617442 137 25.62
-16 0.14454397707459277 165 25.52
-15 0.14125375446227545 131 26.46
-14 0.1380384264602885 179 25.92
-13 0.13489628825916536 146 25.43
-12 0.1318256738556407 66 25.68
-11 0.1288249551693134 198 28.02
-10 0.12589254117941673 160 25.47
-9 0.12302687708123815 73 26.32
-8 0.12022644346174129 137 28.16
-7 0.11748975549395298 60 25.24
-6 0.1148153621496883 54 25.17
-5 0.11220184543019636 85 25.73
-4 0.1096478196143185 73 25.66
-3 0.10715193052376065 43 25.26
-2 0.10471285480508996 74 26.94
-1 0.10232929922807542 56 27.38
0 0.1 46 25.72
1 0.09772372209558107 31 27.58
2 0.09549925860214359 44 26.25
3 0.0933254300796991 42 25.06
4 0.09120108393559097 36 25.51
5 0.08912509381337455 36 25.49
6 0.08709635899560805 60 25.51
7 0.08511380382023763 22 25.69
8 0.08317637711026708 36 25.94
9 0.0812830516164099 24 25.01
10 0.07943282347242814 27 25.51
11 0.07762471166286916 31 26.19
12 0.07585775750291836 55 27.52
13 0.07413102413009177 42 27.26
14 0.07244359600749899 25 25.04
15 0.0707945784384138 38 25.66
16 0.06918309709189366 25 26.86
17 0.06760829753919818 52 25.76
18 0.06606934480075961 35 27.36
19 0.06456542290346556 24 25.55
20 0.06309573444801933 25 25.19
21 0.06165950018614822 20 26.55
22 0.06025595860743578 35 27.68
23 0.0588843655355589 42 25.56
24 0.057543993733715694 40 25.75
25 0.05623413251903491 19 25.05
26 0.054954087385762455 26 25.22
27 0.05370317963702527 25 26.45
28 0.05248074602497726 19 26.91
29 0.05128613839913648 31 25.06
30 0.05011872336272722 21 26.3
31 0.04897788193684462 19 25.18
32 0.047863009232263824 24 26.39
33 0.046773514128719815 23 25.32
34 0.04570881896148749 10 25.31
35 0.0446683592150963 24 27.86
36 0.04365158322401661 26 25.78
37 0.04265795188015926 25 25.43
38 0.04168693834703355 24 25.49
39 0.04073802778041126 19 26.83
40 0.039810717055349734 26 25.55
41 0.03890451449942805 21 25.17
42 0.038018939632056124 27 25.52
43 0.03715352290971726 19 25.57
44 0.03630780547701014 21 26.24
45 0.03548133892335755 13 25.13
46 0.034673685045253165 25 26.49
47 0.033884415613920256 16 25.15
48 0.03311311214825911 20 25.69
49 0.03235936569296283 17 27.49
50 0.03162277660168379 22 26.37
51 0.030902954325135904 19 25.16
52 0.03019951720402016 25 26.42
53 0.029512092266663854 17 25.06
54 0.028840315031266057 24 28.33
55 0.028183829312644536 23 25.12
56 0.02754228703338166 18 25.1
