1 0.07943282347242814 100 27.58
2 0.06309573444801933 279 27.95
3 0.05011872336272722 53 25.17
4 0.039810717055349734 48 25.6
5 0.03162277660168379 38 25.42
6 0.025118864315095794 21 25.83
7 0.01995262314968879 19 26.49
8 0.015848931924611134 14 26.13
9 0.012589254117941675 16 27.56
10 0.01 16 25.37
11 0.007943282347242814 11 25.37
12 0.00630957344480193 21 27.4
13 0.005011872336272725 12 25.64
14 0.003981071705534969 11 25.55
15 0.0031622776601683794 13 26.17
16 0.0025118864315095794 16 25.35
17 0.001995262314968879 26 25.27
18 0.001584893192461114 26 25.09
19 0.0012589254117941662 34 25.7
20 0.001 35 26.04
21 0.0007943282347242813 50 25.13
22 0.000630957344480193 49 25.55
23 0.000501187233627272 84 25.04
24 0.0003981071705534969 98 25.02
25 0.00031622776601683794 113 25.08
26 0.00025118864315095795 125 25.05
27 0.00019952623149688788 156 25.03
28 0.00015848931924611126 178 25.17
29 0.0001258925411794166 288 25.04
30 0.0001 302 25.05
31 7.943282347242822e-05 575 25.01
32 6.309573444801929e-05 628 25.01
33 5.011872336272715e-05 687 25.01
34 3.9810717055349695e-05 820 25.01
35 3.1622776601683795e-05 941 25.01
