1.0 0.122
1.1 0.091
1.2 0.141
1.3 0.123
1.4 0.109
1.5 0.58
1.6 0.952
1.7000000000000002 0.974
1.8 0.954
1.9 0.931
2.0 0.839
2.1 0.283
2.2 0.128
2.3 0.097
2.4000000000000004 0.115
2.5 0.118
2.6 0.106
2.7 0.112
2.8 0.106
2.9000000000000004 0.121
3.0 0.095
3.1 0.085
3.2 0.087
3.3000000000000003 0.106
3.4000000000000004 0.11
3.5 0.097
3.6 0.094
3.7 0.127
3.8000000000000003 0.11
3.9000000000000004 0.119
4.0 0.11
